Employee ID,Employee Type,Department,Workplace Factor,Stress Level,Burnout Frequency,Job Satisfaction,Access to EAPs,Mental Health Absences,Turnover Intention
HCP-04452,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,2,Yes,6,Yes
HCP-04453,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,2,Yes,2,No
HCP-04454,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,2,Yes,5,Yes
HCP-04455,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,3,Yes,1,No
HCP-04456,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,Yes,6,No
HCP-04457,Nursing Assistant,Assisted Living,Heavy Workload,7,Never,4,Yes,8,No
HCP-04458,Registered Nurse,General Medicine,Work-Life Imbalance,7,Never,3,No,9,No
HCP-04459,Physician (General),General Practice,Work-Life Imbalance,9,Occasionally,1,Yes,8,No
HCP-04460,Physician (Specialist),Specialty Care,Poor Work Environment,8,Never,3,Yes,8,Yes
HCP-04461,Physician (General),General Practice,Work-Life Imbalance,9,Occasionally,2,Yes,8,Yes
HCP-04462,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,2,Yes,7,Yes
HCP-04463,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,3,Yes,5,No
HCP-04464,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-04465,Nursing Assistant,Assisted Living,Poor Work Environment,8,Often,1,Yes,4,Yes
HCP-04466,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Occasionally,2,Yes,7,Yes
HCP-04467,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,3,Yes,0,No
HCP-04468,Registered Nurse,General Medicine,Career Stagnation,6,Occasionally,1,Yes,7,Yes
HCP-04469,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,3,Yes,8,Yes
HCP-04470,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,3,Yes,5,No
HCP-04471,Radiology Technician,Radiology,Poor Work Environment,8,Never,2,Yes,7,Yes
HCP-04472,Laboratory Technician,Laboratory,Poor Work Environment,8,Often,2,No,3,Yes
HCP-04473,Registered Nurse,General Medicine,Work-Life Imbalance,7,Never,4,Yes,8,No
HCP-04474,Pediatric Nurse,Pediatrics,Heavy Workload,9,Occasionally,1,Yes,10,Yes
HCP-04475,Nursing Assistant,Assisted Living,Poor Work Environment,7,Occasionally,4,Yes,9,No
HCP-04476,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,2,No,14,Yes
HCP-04477,Physician (General),General Practice,Safety Concerns,9,Occasionally,2,No,7,Yes
HCP-04478,Pediatric Nurse,Pediatrics,Unclear Job Expectations,6,Never,4,No,10,No
HCP-04479,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,3,Yes,8,No
HCP-04480,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,1,No,3,Yes
HCP-04481,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,Yes,6,No
HCP-04482,Physician (General),General Practice,Heavy Workload,8,Occasionally,1,Yes,7,Yes
HCP-04483,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,2,Yes,8,Yes
HCP-04484,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Often,1,Yes,3,Yes
HCP-04485,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,4,Yes,10,No
HCP-04486,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,4,Yes,6,No
HCP-04487,Registered Nurse,General Medicine,Heavy Workload,7,Often,1,No,11,Yes
HCP-04488,Pediatric Nurse,Pediatrics,Heavy Workload,9,Occasionally,3,No,10,Yes
HCP-04489,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,Yes,4,No
HCP-04490,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,4,Yes,2,No
HCP-04491,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,No,9,Yes
HCP-04492,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,No,13,Yes
HCP-04493,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,1,Yes,6,Yes
HCP-04494,Healthcare Administrator,Administration,Career Stagnation,4,Never,3,Yes,0,Yes
HCP-04495,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,1,Yes,7,Yes
HCP-04496,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,3,Yes,6,Yes
HCP-04497,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,6,Yes
HCP-04498,Registered Nurse,General Medicine,Heavy Workload,8,Often,3,Yes,4,No
HCP-04499,Critical Care Nurse,ICU,Work-Life Imbalance,8,Often,2,Yes,9,Yes
HCP-04500,Physician (General),General Practice,Heavy Workload,8,Often,2,Yes,10,Yes
HCP-04501,Medical Assistant,Outpatient Services,Heavy Workload,9,Occasionally,1,No,17,Yes
HCP-04502,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,6,No
HCP-04503,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,3,Yes,8,No
HCP-04504,Registered Nurse,General Medicine,Career Stagnation,5,Never,4,No,9,No
HCP-04505,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,4,Yes,4,No
HCP-04506,Critical Care Nurse,ICU,Heavy Workload,8,Never,1,Yes,6,Yes
HCP-04507,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,6,Yes
HCP-04508,Registered Nurse,General Medicine,Poor Work Environment,7,Often,3,No,7,No
HCP-04509,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,No,10,Yes
HCP-04510,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,Yes,10,Yes
HCP-04511,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,14,Yes
HCP-04512,Physician (General),General Practice,Work-Life Imbalance,9,Occasionally,2,Yes,5,Yes
HCP-04513,Registered Nurse,General Medicine,Heavy Workload,7,Often,1,No,6,No
HCP-04514,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,1,No,13,Yes
HCP-04515,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-04516,Physician (General),General Practice,Heavy Workload,7,Occasionally,2,No,8,No
HCP-04517,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,2,Yes,3,Yes
HCP-04518,Radiology Technician,Radiology,Career Stagnation,4,Never,5,Yes,6,No
HCP-04519,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,3,No,5,Yes
HCP-04520,Registered Nurse,General Medicine,Heavy Workload,8,Often,3,Yes,4,Yes
HCP-04521,Radiology Technician,Radiology,Safety Concerns,9,Often,2,Yes,11,Yes
HCP-04522,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,Yes,12,Yes
HCP-04523,Radiology Technician,Radiology,Heavy Workload,9,Often,2,No,10,No
HCP-04524,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,4,No,9,Yes
HCP-04525,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,Yes,5,Yes
HCP-04526,Physician (General),General Practice,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-04527,Nursing Assistant,Assisted Living,Poor Work Environment,7,Occasionally,2,No,7,Yes
HCP-04528,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,1,Yes,7,Yes
HCP-04529,Medical Assistant,Outpatient Services,Career Stagnation,6,Often,1,No,3,Yes
HCP-04530,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,4,No,6,No
HCP-04531,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-04532,Registered Nurse,General Medicine,Career Stagnation,6,Occasionally,4,Yes,5,No
HCP-04533,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,Yes,4,Yes
HCP-04534,Critical Care Nurse,ICU,Poor Work Environment,7,Often,2,Yes,5,Yes
HCP-04535,Medical Assistant,Outpatient Services,Heavy Workload,9,Never,1,Yes,10,Yes
HCP-04536,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,2,No,11,No
HCP-04537,Physician (General),General Practice,Work-Life Imbalance,8,Often,1,No,9,Yes
HCP-04538,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-04539,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,1,No,8,Yes
HCP-04540,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,3,Yes,9,Yes
HCP-04541,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-04542,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,4,Yes,7,No
HCP-04543,Registered Nurse,General Medicine,Heavy Workload,7,Never,1,No,10,Yes
HCP-04544,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,7,Yes
HCP-04545,Physician (General),General Practice,Heavy Workload,8,Often,1,Yes,5,Yes
HCP-04546,Healthcare Administrator,Administration,Career Stagnation,4,Never,4,Yes,2,No
HCP-04547,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,10,Yes
HCP-04548,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,3,Yes,5,No
HCP-04549,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,3,Yes,7,Yes
HCP-04550,Healthcare Administrator,Administration,Job Insecurity,6,Often,1,No,4,Yes
HCP-04551,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,Yes,5,No
HCP-04552,Registered Nurse,General Medicine,Career Stagnation,4,Never,4,Yes,2,No
HCP-04553,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,Yes,11,No
HCP-04554,Radiology Technician,Radiology,Poor Work Environment,8,Often,1,No,11,Yes
HCP-04555,Physician (General),General Practice,Work-Life Imbalance,7,Often,2,Yes,5,No
HCP-04556,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Often,1,No,13,Yes
HCP-04557,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,No,9,Yes
HCP-04558,Nursing Assistant,Assisted Living,Emotional Demands,7,Never,3,No,13,No
HCP-04559,Laboratory Technician,Laboratory,Poor Work Environment,7,Often,3,No,15,No
HCP-04560,Laboratory Technician,Laboratory,Poor Work Environment,6,Occasionally,2,Yes,8,Yes
HCP-04561,Nursing Assistant,Assisted Living,Poor Work Environment,8,Occasionally,2,Yes,8,No
HCP-04562,Critical Care Nurse,ICU,Heavy Workload,7,Never,4,Yes,8,No
HCP-04563,Radiology Technician,Radiology,Poor Work Environment,7,Never,3,No,9,No
HCP-04564,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,No,5,Yes
HCP-04565,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,3,No,8,Yes
HCP-04566,Radiology Technician,Radiology,Safety Concerns,7,Often,1,Yes,5,Yes
HCP-04567,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,2,Yes,7,Yes
HCP-04568,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,3,Yes,12,No
HCP-04569,Registered Nurse,General Medicine,Heavy Workload,9,Never,5,Yes,11,Yes
HCP-04570,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,2,Yes,4,Yes
HCP-04571,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,1,Yes,7,Yes
HCP-04572,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,No,5,No
HCP-04573,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,9,Yes
HCP-04574,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,2,Yes,7,Yes
HCP-04575,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,Yes,0,No
HCP-04576,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,3,Yes,9,No
HCP-04577,Physician (General),General Practice,Work-Life Imbalance,9,Often,1,No,6,No
HCP-04578,Registered Nurse,General Medicine,Poor Work Environment,7,Never,4,Yes,3,No
HCP-04579,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,1,Yes,9,No
HCP-04580,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,1,Yes,3,Yes
HCP-04581,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,No,7,Yes
HCP-04582,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,1,Yes,8,Yes
HCP-04583,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,Yes,3,Yes
HCP-04584,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,Yes,3,Yes
HCP-04585,Nursing Assistant,Assisted Living,Poor Work Environment,8,Never,2,Yes,7,Yes
HCP-04586,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,4,No,7,Yes
HCP-04587,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-04588,Registered Nurse,General Medicine,Heavy Workload,7,Often,1,Yes,7,Yes
HCP-04589,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-04590,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,3,No,9,No
HCP-04591,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-04592,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,No,16,No
HCP-04593,Physician (Specialist),Specialty Care,Heavy Workload,9,Occasionally,4,Yes,8,Yes
HCP-04594,Critical Care Nurse,ICU,Heavy Workload,8,Never,4,No,9,Yes
HCP-04595,Physician (General),General Practice,Heavy Workload,8,Occasionally,1,No,10,Yes
HCP-04596,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,Yes,9,Yes
HCP-04597,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,6,No
HCP-04598,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-04599,Physician (General),General Practice,Heavy Workload,8,Often,2,No,2,No
HCP-04600,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-04601,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,9,Yes
HCP-04602,Healthcare Administrator,Administration,Poor Work Environment,6,Never,3,Yes,4,No
HCP-04603,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,3,Yes,7,No
HCP-04604,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-04605,Healthcare Administrator,Administration,Poor Work Environment,8,Often,2,No,7,Yes
HCP-04606,Radiology Technician,Radiology,Career Stagnation,6,Occasionally,2,No,10,Yes
HCP-04607,Healthcare Administrator,Administration,Job Insecurity,6,Often,2,Yes,3,Yes
HCP-04608,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,Yes,9,Yes
HCP-04609,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,Yes,8,No
HCP-04610,Pediatric Nurse,Pediatrics,Emotional Demands,7,Occasionally,4,No,6,Yes
HCP-04611,Critical Care Nurse,ICU,Heavy Workload,8,Never,3,Yes,8,Yes
HCP-04612,Registered Nurse,General Medicine,Heavy Workload,9,Never,2,Yes,7,Yes
HCP-04613,Physician (Specialist),Specialty Care,Heavy Workload,9,Never,2,Yes,10,No
HCP-04614,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,No,7,Yes
HCP-04615,Registered Nurse,General Medicine,Unclear Job Expectations,5,Occasionally,3,Yes,4,No
HCP-04616,Critical Care Nurse,ICU,Safety Concerns,9,Occasionally,2,Yes,8,No
HCP-04617,Healthcare Administrator,Administration,Poor Work Environment,6,Occasionally,1,Yes,8,Yes
HCP-04618,Radiology Technician,Radiology,Heavy Workload,8,Occasionally,1,Yes,8,Yes
HCP-04619,Critical Care Nurse,ICU,Poor Work Environment,8,Often,1,Yes,9,Yes
HCP-04620,Radiology Technician,Radiology,Safety Concerns,8,Often,1,Yes,9,Yes
HCP-04621,Radiology Technician,Radiology,Poor Work Environment,8,Often,1,Yes,9,Yes
HCP-04622,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,No,5,No
HCP-04623,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,10,Yes
HCP-04624,Nursing Assistant,Assisted Living,Emotional Demands,8,Often,2,Yes,7,Yes
HCP-04625,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,1,Yes,4,Yes
HCP-04626,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,1,Yes,7,Yes
HCP-04627,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,8,No
HCP-04628,Physician (Specialist),Specialty Care,Heavy Workload,8,Often,1,No,5,Yes
HCP-04629,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,4,Yes,5,No
HCP-04630,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,1,No,4,Yes
HCP-04631,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,13,Yes
HCP-04632,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,4,Yes,12,No
HCP-04633,Healthcare Administrator,Administration,Career Stagnation,4,Often,2,No,5,Yes
HCP-04634,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,1,Yes,8,Yes
HCP-04635,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,No
HCP-04636,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,2,No,13,Yes
HCP-04637,Critical Care Nurse,ICU,Safety Concerns,7,Never,2,Yes,5,Yes
HCP-04638,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,2,Yes,7,Yes
HCP-04639,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,4,Yes,4,No
HCP-04640,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,Yes,5,Yes
HCP-04641,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,1,Yes,13,Yes
HCP-04642,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,No,11,Yes
HCP-04643,Radiology Technician,Radiology,Safety Concerns,9,Often,1,Yes,7,No
HCP-04644,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,7,Yes
HCP-04645,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,11,Yes
HCP-04646,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,3,Yes,4,Yes
HCP-04647,Nursing Assistant,Assisted Living,Emotional Demands,8,Occasionally,2,Yes,9,Yes
HCP-04648,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-04649,Radiology Technician,Radiology,Poor Work Environment,8,Often,2,Yes,5,No
HCP-04650,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,No,11,Yes
HCP-04651,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,Yes,6,Yes
HCP-04652,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-04653,Physician (General),General Practice,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-04654,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,Yes,6,No
HCP-04655,Pediatric Nurse,Pediatrics,Emotional Demands,7,Occasionally,3,Yes,6,No
HCP-04656,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-04657,Healthcare Administrator,Administration,Job Insecurity,6,Occasionally,4,No,5,No
HCP-04658,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,2,No,1,Yes
HCP-04659,Registered Nurse,General Medicine,Poor Work Environment,6,Often,1,Yes,7,Yes
HCP-04660,Nursing Assistant,Assisted Living,Poor Work Environment,8,Often,1,Yes,8,No
HCP-04661,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-04662,Medical Assistant,Outpatient Services,Poor Work Environment,8,Never,5,No,5,Yes
HCP-04663,Physician (General),General Practice,Heavy Workload,8,Never,3,No,3,Yes
HCP-04664,Healthcare Administrator,Administration,Career Stagnation,5,Never,5,No,7,No
HCP-04665,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,Yes,7,Yes
HCP-04666,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,2,Yes,6,No
HCP-04667,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,6,No
HCP-04668,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,No,6,No
HCP-04669,Nursing Assistant,Assisted Living,Emotional Demands,7,Never,3,No,15,Yes
HCP-04670,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,3,Yes,7,No
HCP-04671,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,1,No,7,Yes
HCP-04672,Radiology Technician,Radiology,Poor Work Environment,8,Often,1,No,10,No
HCP-04673,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-04674,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,7,Yes
HCP-04675,Physician (General),General Practice,Heavy Workload,7,Occasionally,2,Yes,8,No
HCP-04676,Radiology Technician,Radiology,Poor Work Environment,6,Occasionally,2,Yes,4,Yes
HCP-04677,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,3,Yes,0,Yes
HCP-04678,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,9,Yes
HCP-04679,Nursing Assistant,Assisted Living,Emotional Demands,7,Never,4,No,8,Yes
HCP-04680,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,Yes,7,Yes
HCP-04681,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,Yes,6,No
HCP-04682,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,Yes,5,No
HCP-04683,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,11,Yes
HCP-04684,Critical Care Nurse,ICU,Poor Work Environment,6,Often,1,Yes,6,Yes
HCP-04685,Healthcare Administrator,Administration,Poor Work Environment,8,Never,2,Yes,6,No
HCP-04686,Pediatric Nurse,Pediatrics,Heavy Workload,7,Occasionally,2,Yes,3,No
HCP-04687,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,No,7,Yes
HCP-04688,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,11,Yes
HCP-04689,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,2,Yes,6,Yes
HCP-04690,Laboratory Technician,Laboratory,Career Stagnation,4,Never,4,No,3,No
HCP-04691,Pediatric Nurse,Pediatrics,Work-Life Imbalance,9,Never,2,No,9,Yes
HCP-04692,Pediatric Nurse,Pediatrics,Heavy Workload,7,Never,3,Yes,6,No
HCP-04693,Critical Care Nurse,ICU,Heavy Workload,9,Never,2,Yes,10,Yes
HCP-04694,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,1,No,10,No
HCP-04695,Physician (General),General Practice,Heavy Workload,7,Often,2,Yes,7,Yes
HCP-04696,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,1,Yes,6,Yes
HCP-04697,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,3,No,6,No
HCP-04698,Physician (Specialist),Specialty Care,Heavy Workload,8,Often,2,Yes,9,Yes
HCP-04699,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,3,No,12,Yes
HCP-04700,Laboratory Technician,Laboratory,Career Stagnation,5,Occasionally,2,Yes,9,Yes
HCP-04701,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,Yes,9,Yes
HCP-04702,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,Yes,6,No
HCP-04703,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,4,Yes,5,No
HCP-04704,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Often,2,No,12,Yes
HCP-04705,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,7,No
HCP-04706,Physician (General),General Practice,Heavy Workload,8,Often,1,No,12,Yes
HCP-04707,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,Yes,3,No
HCP-04708,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-04709,Healthcare Administrator,Administration,Career Stagnation,4,Never,4,No,2,No
HCP-04710,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,3,Yes,8,Yes
HCP-04711,Physician (General),General Practice,Heavy Workload,8,Occasionally,2,No,6,Yes
HCP-04712,Physician (General),General Practice,Unclear Job Expectations,4,Never,2,Yes,4,Yes
HCP-04713,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,9,Yes
HCP-04714,Healthcare Administrator,Administration,Career Stagnation,4,Never,3,Yes,4,No
HCP-04715,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,2,No,7,Yes
HCP-04716,Critical Care Nurse,ICU,Heavy Workload,7,Never,1,No,7,Yes
HCP-04717,Medical Assistant,Outpatient Services,Poor Work Environment,8,Never,2,Yes,8,Yes
HCP-04718,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,6,Yes
HCP-04719,Physician (General),General Practice,Heavy Workload,7,Often,2,Yes,4,No
HCP-04720,Radiology Technician,Radiology,Career Stagnation,4,Never,1,Yes,3,Yes
HCP-04721,Critical Care Nurse,ICU,Poor Work Environment,7,Occasionally,2,Yes,6,Yes
HCP-04722,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,Yes,4,No
HCP-04723,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,8,No
HCP-04724,Physician (General),General Practice,Work-Life Imbalance,7,Occasionally,2,Yes,6,Yes
HCP-04725,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,4,No,10,Yes
HCP-04726,Registered Nurse,General Medicine,Unclear Job Expectations,6,Often,1,No,4,Yes
HCP-04727,Radiology Technician,Radiology,Career Stagnation,5,Never,4,No,13,Yes
HCP-04728,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,Yes,9,No
HCP-04729,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,3,Yes,7,No
HCP-04730,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,11,No
HCP-04731,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,10,No
HCP-04732,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,1,Yes,9,Yes
HCP-04733,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,2,Yes,7,No
HCP-04734,Radiology Technician,Radiology,Career Stagnation,5,Occasionally,2,Yes,5,Yes
HCP-04735,Physician (General),General Practice,Work-Life Imbalance,8,Occasionally,3,Yes,3,Yes
HCP-04736,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,1,Yes,4,Yes
HCP-04737,Physician (Specialist),Specialty Care,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-04738,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-04739,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,3,Yes,6,No
HCP-04740,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,2,Yes,6,No
HCP-04741,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-04742,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,No,5,No
HCP-04743,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,1,Yes,9,No
HCP-04744,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,3,Yes,9,Yes
HCP-04745,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,No,10,Yes
HCP-04746,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,No,10,No
HCP-04747,Registered Nurse,General Medicine,Poor Work Environment,7,Often,1,Yes,2,Yes
HCP-04748,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,6,Yes
